environment,media_s1,absente,comportament,trece
urban,9.93,6.0,0.24,1
urban,5.41,,0.66,0
urban,7.04,6.0,0.97,1
rural,8.51,5.0,0.63,1
urban,8.57,6.0,0.33,1
rural,7.88,4.0,0.51,1
urban,9.5,6.0,0.34,1
urban,6.75,8.0,0.53,1
urban,6.27,10.0,,1
urban,6.31,1.0,0.13,1
rural,8.72,4.0,0.41,1
urban,7.73,7.0,0.63,1
urban,7.58,8.0,0.47,1
rural,8.59,2.0,0.78,1
rural,2.9,8.0,0.16,0
urban,7.62,5.0,0.87,1
urban,7.44,5.0,0.98,1
rural,10.0,7.0,0.36,1
rural,3.94,5.0,0.11,0
rural,10.0,3.0,0.99,1
urban,7.15,6.0,0.35,1
urban,7.98,4.0,0.49,1
urban,10.0,2.0,,1
rural,8.12,2.0,0.06,1
rural,7.8,4.0,0.13,1
rural,7.48,9.0,0.24,1
urban,6.03,6.0,0.99,1
rural,6.94,3.0,0.8,1
urban,5.57,7.0,0.42,1
rural,6.91,5.0,0.32,1
urban,2.33,1.0,0.14,0
urban,7.86,5.0,0.48,1
rural,6.76,3.0,0.91,1
urban,6.33,3.0,,1
rural,7.44,6.0,0.9,1
urban,4.13,4.0,0.07,1
rural,10.0,5.0,0.16,1
rural,6.79,8.0,,1
urban,6.71,5.0,0.16,1
rural,5.07,7.0,0.12,1
urban,7.05,4.0,0.1,1
rural,9.77,7.0,0.35,1
rural,9.07,7.0,0.16,1
rural,8.71,,0.14,0
rural,8.09,7.0,0.52,1
urban,6.28,6.0,0.2,1
rural,4.1,,0.01,0
rural,6.6,6.0,0.7,1
urban,6.53,7.0,,1
urban,,3.0,0.74,0
urban,7.62,4.0,0.89,1
urban,10.0,6.0,0.93,1
urban,9.39,3.0,0.18,1
urban,6.09,6.0,0.67,1
rural,3.41,6.0,,0
urban,9.77,7.0,0.46,1
rural,9.72,3.0,0.43,1
urban,4.27,3.0,,0
rural,10.0,4.0,0.78,1
rural,7.76,7.0,0.91,1
rural,7.32,5.0,0.26,1
urban,10.0,8.0,0.25,1
urban,9.69,4.0,,1
urban,8.3,5.0,0.69,1
urban,7.95,4.0,0.06,1
rural,8.23,8.0,0.06,1
urban,6.2,2.0,0.17,1
rural,6.89,8.0,0.55,1
rural,5.2,1.0,0.25,1
urban,6.33,,0.99,0
urban,6.27,5.0,0.4,1
urban,5.73,2.0,0.47,1
rural,7.27,6.0,0.07,1
urban,6.35,9.0,0.71,1
rural,8.0,3.0,0.79,1
urban,3.76,6.0,0.33,1
rural,6.77,3.0,0.73,1
urban,7.26,4.0,0.23,1
urban,6.38,5.0,0.8,1
rural,6.66,1.0,0.54,1
urban,3.83,5.0,0.4,0
urban,7.71,6.0,0.72,1
urban,8.3,,0.61,0
urban,7.99,1.0,0.53,1
urban,9.08,2.0,,1
urban,7.4,10.0,0.85,1
urban,7.96,4.0,0.43,1
rural,7.31,6.0,0.45,1
rural,8.38,7.0,0.2,1
urban,3.85,3.0,0.93,0
urban,5.21,6.0,0.55,1
urban,10.0,3.0,0.46,1
rural,2.08,8.0,0.98,0
rural,6.72,11.0,0.37,1
urban,9.34,4.0,0.03,1
rural,6.81,2.0,0.23,1
urban,6.19,7.0,0.75,1
urban,7.26,4.0,0.16,1
urban,6.29,2.0,0.16,1
urban,7.06,5.0,0.46,1
rural,5.63,5.0,0.45,1
rural,9.22,5.0,0.46,1
urban,9.85,2.0,0.22,1
rural,,7.0,0.17,0
rural,4.23,5.0,0.77,0
urban,,8.0,0.6,0
rural,6.63,5.0,0.32,1
urban,8.01,7.0,0.2,1
urban,4.98,3.0,0.88,0
urban,5.46,4.0,0.14,1
urban,8.02,6.0,0.58,1
rural,8.88,5.0,0.61,1
urban,5.76,4.0,0.86,1
rural,4.33,3.0,0.06,0
urban,10.0,5.0,0.31,1
urban,8.57,6.0,,1
rural,6.47,3.0,0.57,1
urban,8.74,6.0,0.42,1
rural,6.75,6.0,0.32,1
rural,8.73,,0.15,0
urban,7.32,4.0,0.19,1
urban,7.18,3.0,0.78,1
urban,6.77,3.0,0.24,1
urban,4.11,4.0,,0
urban,10.0,7.0,0.32,1
urban,,6.0,0.76,0
rural,4.28,3.0,0.42,0
rural,6.57,7.0,0.03,1
urban,5.08,6.0,0.51,1
rural,6.9,5.0,0.28,1
rural,8.38,3.0,0.46,1
urban,8.99,6.0,0.88,1
urban,8.63,2.0,0.2,1
rural,6.39,6.0,0.34,1
urban,7.1,6.0,0.95,1
rural,7.82,4.0,0.77,1
urban,3.48,7.0,0.27,1
rural,8.14,6.0,0.11,1
rural,4.09,4.0,0.93,1
rural,10.0,4.0,0.15,1
rural,6.19,5.0,0.36,1
urban,6.63,4.0,0.33,1
urban,5.46,7.0,0.12,1
rural,5.74,6.0,0.1,1
rural,10.0,3.0,0.28,1
urban,8.88,4.0,0.37,1
urban,3.9,5.0,0.97,1
rural,10.0,7.0,0.54,1
rural,9.39,4.0,0.91,1
rural,6.44,5.0,,1
rural,7.61,7.0,0.24,1
rural,6.97,8.0,0.16,1
urban,10.0,10.0,0.38,1
rural,,4.0,0.92,0
urban,7.29,5.0,0.29,1
urban,6.14,2.0,0.6,1
urban,4.13,3.0,0.92,0
rural,10.0,6.0,0.5,1
urban,4.64,2.0,0.53,1
urban,7.44,6.0,0.55,1
urban,3.52,4.0,0.28,0
urban,6.2,3.0,,1
rural,7.84,6.0,0.85,1
rural,5.35,5.0,0.4,1
urban,8.17,8.0,0.42,1
urban,6.46,3.0,0.12,1
rural,9.32,5.0,0.46,1
rural,9.72,8.0,0.08,1
rural,5.83,6.0,0.27,1
urban,7.15,7.0,0.98,1
rural,7.37,6.0,0.9,1
urban,8.24,4.0,0.62,1
urban,7.03,9.0,0.71,1
rural,7.38,5.0,0.24,1
urban,6.51,2.0,0.14,1
rural,7.23,3.0,0.55,1
urban,9.6,3.0,0.9,1
rural,8.29,9.0,0.83,1
urban,8.4,6.0,0.59,1
urban,8.45,3.0,0.98,1
rural,6.69,5.0,0.25,1
rural,7.64,,0.77,0
rural,4.83,7.0,0.28,1
rural,9.54,8.0,0.97,1
urban,1.43,3.0,0.26,0
rural,6.83,6.0,0.37,1
rural,9.28,2.0,0.48,1
urban,4.27,5.0,0.32,1
rural,7.8,8.0,0.28,1
rural,5.64,5.0,0.47,1
urban,6.26,2.0,0.82,1
rural,8.89,3.0,0.77,1
rural,7.4,6.0,,1
rural,2.93,5.0,0.31,0
rural,5.05,9.0,,1
rural,8.95,5.0,0.87,1
rural,7.9,5.0,,1
urban,10.0,5.0,0.07,1
rural,10.0,9.0,0.75,1
urban,6.32,5.0,0.88,1
urban,10.0,5.0,0.74,1
urban,7.05,8.0,0.34,1
urban,,4.0,0.43,0
rural,5.73,3.0,0.3,1
rural,2.49,8.0,0.54,0
rural,10.0,5.0,0.89,1
urban,10.0,,0.67,0
rural,4.97,6.0,0.46,1
rural,6.54,3.0,0.86,1
rural,7.19,3.0,0.0,1
urban,5.08,6.0,0.27,1
urban,3.49,5.0,0.44,0
rural,,5.0,0.59,0
urban,6.36,4.0,,1
urban,6.22,4.0,0.64,1
rural,,6.0,0.38,0
urban,9.86,5.0,0.72,1
urban,6.39,2.0,0.98,1
rural,7.34,6.0,0.61,1
urban,8.45,7.0,0.35,1
urban,8.11,6.0,0.68,1
urban,5.77,5.0,0.46,1
urban,,10.0,0.54,0
urban,8.1,5.0,0.96,1
urban,4.74,5.0,0.44,0
urban,9.53,2.0,0.31,1
urban,9.86,6.0,0.63,1
rural,5.55,7.0,0.57,1
rural,7.39,7.0,0.4,1
rural,8.28,6.0,0.3,1
rural,5.91,3.0,0.53,1
urban,7.96,2.0,0.16,1
rural,7.33,4.0,0.27,1
rural,4.06,3.0,0.85,0
urban,7.92,11.0,0.91,1
urban,4.8,4.0,0.39,0
urban,8.88,3.0,0.83,1
urban,5.66,5.0,0.1,1
urban,6.68,4.0,0.22,1
rural,9.74,2.0,0.6,1
urban,7.99,2.0,0.68,1
rural,4.84,2.0,0.25,0
rural,4.97,6.0,0.94,1
urban,5.8,5.0,0.62,1
rural,,6.0,0.92,0
rural,7.72,7.0,0.11,1
urban,5.31,10.0,0.58,1
rural,4.67,7.0,0.34,1
rural,7.56,6.0,0.87,1
rural,6.64,3.0,0.01,1
urban,,8.0,0.77,0
urban,7.07,5.0,0.16,1
urban,10.0,,0.89,0
rural,4.66,5.0,0.46,1
urban,3.85,12.0,0.17,1
rural,4.76,5.0,0.82,1
urban,9.38,4.0,0.5,1
rural,10.0,3.0,0.06,1
urban,5.44,6.0,0.03,1
urban,6.08,5.0,0.25,1
rural,4.66,5.0,0.71,1
urban,3.38,6.0,0.43,1
rural,,3.0,0.53,0
urban,7.45,5.0,0.14,1
urban,7.02,5.0,0.72,1
rural,4.2,6.0,,1
rural,10.0,5.0,0.33,1
rural,5.99,4.0,0.58,1
urban,8.07,5.0,0.77,1
rural,4.09,9.0,0.02,0
urban,6.62,5.0,0.05,1
rural,7.58,5.0,0.1,1
rural,7.65,3.0,0.85,1
rural,7.31,5.0,0.86,1
rural,7.99,7.0,0.64,1
rural,4.74,,0.05,0
rural,7.39,9.0,,1
urban,7.23,9.0,0.87,1
rural,7.46,3.0,0.92,1
urban,7.14,4.0,0.8,1
rural,4.45,2.0,0.45,0
rural,4.36,7.0,0.46,0
rural,2.57,6.0,0.5,0
urban,8.64,3.0,0.47,1
urban,8.66,7.0,0.51,1
rural,8.69,5.0,0.08,1
urban,,4.0,0.81,0
rural,2.73,7.0,0.0,0
rural,4.95,5.0,0.03,1
urban,7.34,2.0,0.03,1
urban,7.27,7.0,0.9,1
urban,6.55,5.0,,1
urban,7.74,4.0,0.3,1
rural,7.02,5.0,0.13,1
urban,7.24,7.0,0.02,1
urban,5.72,2.0,0.9,1
rural,8.96,4.0,0.36,1
urban,6.14,4.0,0.49,1
urban,4.34,,0.38,0
urban,5.46,5.0,0.91,1
urban,6.3,5.0,0.83,1
rural,8.99,4.0,0.9,1
rural,6.92,3.0,0.43,1
urban,,2.0,0.22,0
urban,4.5,3.0,0.6,1
rural,8.57,4.0,0.21,1
urban,5.7,9.0,0.33,1
urban,6.8,,0.95,0
urban,9.96,6.0,0.87,1
urban,8.02,3.0,0.44,1
urban,3.74,1.0,0.32,1
urban,3.46,5.0,0.58,1
urban,6.87,4.0,0.76,1
urban,4.57,6.0,0.19,1
urban,8.3,9.0,0.91,1
rural,7.08,4.0,0.19,1
rural,7.33,6.0,0.61,1
rural,5.59,1.0,0.55,1
urban,10.0,9.0,0.33,1
urban,10.0,,0.56,0
rural,,,,0
urban,,,0.33,0
rural,7.19,3.0,0.89,1
urban,6.48,6.0,0.06,1
rural,5.34,8.0,0.53,1
rural,4.83,7.0,0.29,1
rural,4.73,11.0,0.93,1
urban,7.81,8.0,0.05,1
rural,5.96,4.0,0.02,1
urban,,8.0,0.81,0
urban,7.89,7.0,0.74,1
urban,6.92,8.0,0.16,1
urban,9.69,6.0,0.94,1
urban,7.75,4.0,0.87,1
urban,4.04,6.0,0.24,1
urban,2.54,2.0,0.68,0
rural,5.56,3.0,0.43,1
rural,5.75,11.0,0.56,1
rural,8.89,7.0,0.79,1
urban,6.98,1.0,0.63,1
urban,9.27,11.0,0.09,1
urban,4.35,9.0,0.61,0
urban,8.93,6.0,0.19,1
rural,8.44,9.0,0.45,1
urban,2.96,5.0,0.39,0
rural,9.65,4.0,0.08,1
urban,7.19,5.0,0.1,1
rural,7.78,4.0,0.79,1
urban,5.27,4.0,0.58,1
rural,9.55,4.0,0.97,1
urban,4.63,4.0,0.95,0
rural,8.66,6.0,0.19,1
urban,8.64,,0.86,0
rural,5.05,10.0,0.33,1
rural,10.0,7.0,0.17,1
urban,7.46,2.0,0.45,1
rural,8.31,8.0,0.29,1
urban,3.95,4.0,0.51,0
urban,10.0,4.0,0.65,1
urban,4.55,2.0,0.3,0
rural,9.05,5.0,0.54,1
rural,5.01,9.0,0.63,1
urban,,5.0,0.62,0
urban,8.58,6.0,,1
rural,9.06,4.0,0.65,1
rural,4.46,3.0,0.33,0
rural,9.18,7.0,,1
urban,,11.0,0.49,0
urban,5.12,4.0,0.58,1
urban,,7.0,0.56,0
urban,4.09,6.0,,0
urban,5.75,4.0,0.38,1
rural,7.96,5.0,0.96,1
urban,5.29,6.0,0.61,1
rural,7.53,4.0,0.22,1
rural,7.48,9.0,0.01,1
urban,6.63,6.0,0.57,1
rural,8.66,5.0,0.75,1
urban,6.54,4.0,0.11,1
rural,7.46,5.0,0.47,1
urban,9.29,8.0,0.97,1
urban,8.58,2.0,,1
rural,8.57,6.0,0.85,1
urban,,6.0,0.14,0
rural,8.05,10.0,0.45,1
urban,5.24,4.0,0.35,1
urban,4.44,5.0,0.03,1
urban,6.86,6.0,0.52,1
rural,5.19,6.0,0.4,1
rural,,3.0,0.61,0
urban,8.63,,,0
rural,3.19,6.0,0.45,1
urban,5.34,6.0,0.1,1
rural,4.08,6.0,0.44,1
rural,6.07,4.0,,1
urban,7.91,6.0,0.27,1
urban,,3.0,0.38,0
urban,5.82,3.0,0.84,1
urban,9.6,2.0,0.52,1
urban,2.39,5.0,0.0,0
rural,9.47,6.0,0.54,1
rural,5.91,8.0,0.87,1
urban,6.84,7.0,0.69,1
urban,5.95,6.0,0.76,1
urban,10.0,5.0,0.04,1
rural,4.54,5.0,0.18,1
urban,7.02,10.0,0.59,1
urban,8.05,4.0,0.15,1
rural,3.78,2.0,0.75,0
rural,5.16,5.0,0.23,1
rural,6.7,6.0,0.32,1
rural,5.23,8.0,0.04,1
urban,5.37,6.0,0.43,1
rural,6.3,4.0,0.26,1
rural,8.3,4.0,0.03,1
urban,6.31,8.0,0.13,1
urban,9.16,7.0,0.39,1
urban,5.0,2.0,0.34,1
rural,4.5,6.0,0.86,1
urban,10.0,8.0,0.3,1
rural,5.68,4.0,0.42,1
rural,4.38,3.0,,0
rural,3.52,7.0,0.6,0
urban,9.15,6.0,0.9,1
rural,6.32,,0.67,0
urban,6.49,5.0,0.84,1
urban,6.68,6.0,0.19,1
urban,9.03,4.0,0.84,1
rural,6.64,4.0,0.7,1
rural,10.0,3.0,0.29,1
rural,7.27,7.0,0.9,1
urban,9.12,5.0,0.67,1
rural,8.61,5.0,0.47,1
rural,,5.0,0.7,0
rural,5.83,5.0,0.01,1
rural,7.66,1.0,0.32,1
rural,8.02,4.0,0.78,1
urban,5.85,6.0,0.86,1
urban,7.33,9.0,0.8,1
urban,9.47,5.0,0.73,1
urban,10.0,2.0,0.5,1
rural,8.71,7.0,0.19,1
urban,10.0,6.0,0.11,1
rural,5.74,2.0,0.92,1
urban,8.4,4.0,0.21,1
urban,9.68,3.0,0.25,1
urban,5.21,7.0,0.72,1
rural,6.03,6.0,0.76,1
rural,10.0,5.0,0.41,1
urban,5.05,2.0,0.08,1
rural,4.32,4.0,0.48,0
urban,10.0,1.0,0.81,1
urban,9.39,4.0,0.88,1
urban,7.86,9.0,0.65,1
rural,6.91,5.0,0.68,1
urban,6.12,3.0,0.02,1
urban,7.56,4.0,0.21,1
urban,10.0,4.0,0.75,1
rural,7.48,5.0,0.53,1
urban,10.0,4.0,0.59,1
rural,5.2,,0.81,0
urban,6.96,6.0,0.67,1
rural,6.25,7.0,0.42,1
urban,4.83,7.0,0.97,1
urban,6.69,6.0,0.24,1
rural,7.83,9.0,,1
rural,8.05,2.0,0.67,1
urban,10.0,3.0,0.23,1
rural,7.93,3.0,0.38,1
urban,9.3,0.0,0.69,1
urban,7.13,2.0,0.34,1
urban,10.0,5.0,0.06,1
rural,10.0,7.0,0.56,1
urban,8.06,8.0,0.77,1
rural,5.01,2.0,0.74,1
urban,,6.0,0.62,0
rural,7.56,5.0,0.77,1
rural,7.91,10.0,0.2,1
urban,8.4,3.0,0.73,1
rural,7.92,4.0,0.05,1
urban,7.01,3.0,0.74,1
urban,5.73,10.0,0.05,1
urban,7.8,3.0,0.77,1
urban,10.0,9.0,0.88,1
urban,9.04,8.0,,1
rural,8.07,3.0,0.35,1
urban,9.06,7.0,0.98,1
rural,6.26,7.0,0.52,1
rural,5.98,1.0,0.38,1
urban,5.5,6.0,0.58,1
rural,6.75,5.0,0.3,1
urban,6.16,3.0,0.18,1
rural,9.42,5.0,0.16,1
rural,6.05,4.0,0.17,1
rural,5.39,6.0,0.23,1
urban,10.0,3.0,0.89,1
rural,6.1,6.0,0.4,1
urban,7.31,6.0,0.0,1
rural,7.9,1.0,0.3,1
rural,4.73,6.0,1.0,1
rural,9.47,2.0,0.74,1
rural,8.27,6.0,0.5,1
urban,10.0,4.0,0.13,1
urban,5.64,4.0,0.46,1
rural,7.2,7.0,,1
rural,,7.0,0.92,0
urban,7.53,4.0,0.49,1
urban,,6.0,,0
urban,7.22,10.0,,1
urban,4.15,4.0,0.95,0
rural,7.72,6.0,0.34,1
rural,2.74,6.0,0.86,0
urban,3.3,6.0,0.43,1
urban,8.64,8.0,0.74,1
urban,5.91,7.0,0.48,1
urban,,5.0,0.55,0
urban,9.54,5.0,0.33,1
urban,7.66,5.0,0.41,1
rural,8.74,4.0,,1
rural,6.67,5.0,0.6,1
rural,10.0,6.0,0.37,1
urban,5.79,6.0,0.83,1
urban,10.0,2.0,0.72,1
urban,6.88,5.0,0.45,1
rural,3.69,,0.73,0
urban,7.97,4.0,0.01,1
urban,7.63,6.0,0.59,1
rural,4.9,,0.53,0
urban,5.16,4.0,0.51,1
rural,6.95,,0.6,0
rural,7.7,9.0,0.8,1
urban,2.06,7.0,0.05,0
rural,9.11,5.0,0.15,1
urban,6.01,1.0,0.01,1
rural,4.34,4.0,0.24,1
urban,,5.0,0.98,0
rural,6.95,3.0,0.37,1
urban,,6.0,0.58,0
rural,7.88,8.0,0.99,1
rural,7.0,,0.63,0
rural,6.69,4.0,0.17,1
urban,7.97,3.0,0.81,1
urban,6.17,4.0,0.55,1
rural,5.29,5.0,1.0,1
urban,8.22,6.0,0.76,1
rural,6.71,3.0,0.99,1
urban,7.07,8.0,0.89,1
rural,9.18,3.0,0.18,1
urban,6.77,2.0,0.75,1
rural,7.03,7.0,0.5,1
rural,5.8,5.0,0.13,1
rural,7.86,1.0,0.57,1
rural,7.7,5.0,0.09,1
urban,8.8,5.0,0.76,1
rural,5.84,9.0,0.36,1
urban,,5.0,0.81,0
urban,8.58,3.0,0.68,1
rural,7.5,8.0,0.88,1
urban,5.19,3.0,0.19,1
urban,9.61,6.0,0.65,1
urban,3.6,9.0,0.86,1
rural,8.57,3.0,0.23,1
urban,4.47,10.0,0.78,0
urban,10.0,4.0,0.28,1
rural,3.91,4.0,0.82,1
rural,9.3,5.0,0.52,1
urban,,2.0,0.67,0
rural,6.27,1.0,0.37,1
urban,7.37,5.0,0.83,1
urban,8.26,5.0,0.12,1
urban,5.19,3.0,0.19,1
rural,5.37,3.0,0.09,1
urban,8.3,6.0,0.95,1
rural,3.59,2.0,0.47,0
rural,5.83,5.0,0.48,1
urban,,6.0,0.3,0
rural,5.06,5.0,0.47,1
rural,9.3,8.0,0.24,1
rural,5.83,10.0,0.95,1
rural,8.02,3.0,0.26,1
rural,8.31,2.0,0.93,1
urban,9.26,11.0,,1
rural,6.6,2.0,0.44,1
urban,10.0,4.0,0.8,1
urban,5.82,8.0,0.49,1
urban,7.47,5.0,0.27,1
urban,,6.0,0.44,0
urban,4.76,5.0,0.44,0
urban,6.43,4.0,0.3,1
rural,7.32,7.0,0.42,1
rural,6.14,2.0,0.12,1
rural,10.0,1.0,0.94,1
urban,5.32,4.0,0.64,1
rural,9.36,3.0,0.19,1
rural,8.71,4.0,0.79,1
rural,6.97,1.0,,1
urban,5.27,3.0,0.6,1
rural,5.46,7.0,0.91,1
urban,5.96,5.0,0.77,1
rural,3.43,3.0,0.12,1
urban,4.99,5.0,0.55,1
urban,4.04,1.0,0.71,0
urban,9.69,3.0,0.2,1
rural,8.24,6.0,0.1,1
rural,8.57,4.0,0.15,1
urban,8.18,4.0,0.96,1
rural,7.33,10.0,0.85,1
urban,9.92,5.0,0.86,1
urban,5.78,8.0,0.25,1
rural,7.21,7.0,0.56,1
rural,8.49,3.0,0.49,1
rural,4.36,5.0,0.83,0
urban,10.0,3.0,0.42,1
urban,7.06,5.0,0.54,1
rural,7.28,3.0,0.58,1
urban,9.51,3.0,0.37,1
rural,8.83,2.0,0.03,1
urban,7.08,4.0,0.5,1
rural,7.26,1.0,0.49,1
rural,3.99,3.0,0.04,1
urban,5.89,1.0,0.49,1
rural,8.03,11.0,0.51,1
rural,7.89,3.0,0.13,1
urban,,5.0,0.14,0
rural,6.76,5.0,0.94,1
urban,,7.0,0.19,0
rural,9.11,,0.31,0
urban,9.87,1.0,0.3,1
rural,8.8,2.0,,1
rural,6.67,5.0,0.64,1
rural,9.09,4.0,0.91,1
rural,10.0,9.0,0.4,1
urban,7.23,9.0,0.78,1
urban,4.38,5.0,0.38,0
urban,5.83,8.0,0.24,1
urban,8.25,7.0,0.89,1
urban,3.79,7.0,0.48,1
urban,7.34,5.0,0.39,1
urban,7.76,1.0,0.91,1
rural,10.0,4.0,0.94,1
rural,,2.0,0.45,0
rural,8.73,5.0,0.02,1
rural,,2.0,0.03,0
urban,8.84,7.0,0.61,1
urban,8.41,,0.85,0
urban,7.51,8.0,0.88,1
rural,3.54,6.0,0.9,1
urban,5.45,3.0,0.81,1
rural,4.67,4.0,0.87,1
urban,2.97,6.0,0.84,0
urban,6.99,5.0,0.84,1
urban,5.4,5.0,0.33,1
urban,10.0,3.0,0.39,1
rural,6.66,2.0,0.32,1
rural,9.59,7.0,0.15,1
urban,3.86,3.0,0.33,1
rural,5.94,4.0,0.91,1
urban,7.19,5.0,0.97,1
urban,5.18,6.0,0.15,1
urban,6.16,10.0,0.66,1
urban,6.56,5.0,0.97,1
rural,6.53,3.0,0.21,1
urban,10.0,5.0,0.84,1
urban,7.76,2.0,0.3,1
rural,7.96,6.0,0.41,1
urban,8.08,4.0,0.92,1
rural,8.23,2.0,0.06,1
urban,6.83,6.0,0.45,1
urban,6.36,2.0,0.51,1
urban,7.33,0.0,0.9,1
urban,9.31,3.0,0.57,1
urban,9.25,1.0,0.95,1
urban,,5.0,0.32,0
rural,8.54,2.0,0.49,1
urban,,5.0,0.02,0
rural,7.07,7.0,0.99,1
rural,6.05,8.0,0.23,1
urban,6.64,4.0,0.93,1
rural,9.68,10.0,0.4,1
urban,,7.0,0.17,0
rural,7.27,7.0,0.42,1
urban,4.11,7.0,0.32,1
rural,6.38,5.0,0.95,1
rural,,6.0,0.77,0
urban,5.34,7.0,0.21,1
rural,7.04,1.0,0.54,1
urban,6.14,,0.67,0
urban,7.16,5.0,0.58,1
urban,7.24,4.0,0.92,1
urban,5.09,5.0,0.11,1
urban,6.2,8.0,0.04,1
rural,7.15,8.0,0.61,1
rural,9.37,2.0,0.75,1
rural,,7.0,0.81,0
urban,5.68,5.0,0.21,1
rural,7.8,9.0,0.19,1
rural,10.0,4.0,0.84,1
rural,8.83,6.0,,1
rural,8.1,5.0,0.66,1
rural,8.45,6.0,0.15,1
urban,9.88,6.0,0.8,1
urban,9.15,2.0,0.96,1
rural,8.13,9.0,,1
urban,9.14,8.0,0.52,1
urban,4.84,9.0,0.24,0
rural,4.0,4.0,0.14,1
rural,7.31,5.0,0.25,1
urban,7.14,2.0,0.62,1
rural,5.91,,0.44,0
urban,8.65,3.0,0.48,1
urban,3.27,4.0,0.47,1
rural,5.93,5.0,0.79,1
urban,6.03,4.0,0.83,1
urban,3.73,6.0,0.01,1
urban,9.99,7.0,0.92,1
rural,4.28,6.0,0.39,0
rural,,5.0,0.24,0
rural,8.82,8.0,1.0,1
rural,8.29,4.0,0.12,1
urban,4.78,5.0,0.32,1
rural,8.36,,0.91,0
rural,7.58,2.0,,1
rural,10.0,2.0,,1
rural,7.81,5.0,0.24,1
urban,6.72,0.0,0.41,1
urban,5.29,3.0,0.05,1
urban,5.51,7.0,0.45,1
rural,5.35,7.0,0.0,1
rural,9.74,2.0,0.32,1
urban,7.04,7.0,0.72,1
rural,8.13,5.0,0.72,1
rural,10.0,8.0,,1
urban,2.28,5.0,0.01,0
urban,9.56,6.0,0.13,1
rural,7.11,3.0,0.24,1
rural,7.87,8.0,0.02,1
rural,5.34,5.0,0.22,1
urban,5.49,9.0,0.52,1
urban,,5.0,0.13,0
urban,10.0,6.0,0.87,1
urban,9.01,4.0,0.06,1
rural,9.53,,0.78,0
urban,6.62,8.0,0.45,1
urban,5.8,6.0,0.61,1
rural,5.44,8.0,0.48,1
rural,6.02,6.0,0.43,1
rural,2.89,,0.68,0
urban,5.55,2.0,0.23,1
rural,5.88,5.0,0.49,1
rural,6.65,1.0,,1
urban,7.26,0.0,0.16,1
urban,7.72,2.0,0.09,1
rural,6.97,4.0,0.6,1
urban,5.84,3.0,0.96,1
rural,3.07,6.0,0.43,0
rural,5.85,,0.81,0
urban,5.06,,0.47,0
rural,7.93,8.0,,1
urban,8.82,10.0,0.49,1
urban,8.88,5.0,0.44,1
urban,8.51,6.0,0.25,1
rural,6.73,3.0,0.35,1
urban,5.96,7.0,0.39,1
urban,5.51,4.0,0.86,1
rural,3.99,7.0,0.31,1
rural,8.98,6.0,,1
rural,6.65,4.0,0.01,1
rural,4.51,3.0,0.13,1
urban,5.35,4.0,0.03,1
urban,,5.0,0.77,0
urban,7.09,10.0,,1
rural,9.13,7.0,0.57,1
rural,6.3,7.0,0.78,1
urban,2.49,4.0,0.49,0
rural,6.62,5.0,0.1,1
rural,6.69,6.0,0.84,1
urban,6.55,8.0,0.21,1
urban,5.75,2.0,,1
rural,7.43,5.0,0.77,1
rural,7.13,6.0,0.03,1
rural,6.95,2.0,0.62,1
urban,7.83,2.0,0.42,1
urban,6.14,5.0,0.43,1
urban,6.03,0.0,0.8,1
urban,9.76,4.0,0.05,1
urban,8.12,11.0,0.74,1
rural,8.65,2.0,0.71,1
rural,9.45,6.0,0.89,1
rural,8.05,2.0,0.58,1
urban,8.86,4.0,0.16,1
urban,3.84,7.0,0.05,0
urban,7.41,3.0,0.44,1
rural,6.63,,0.72,0
urban,10.0,4.0,0.04,1
urban,8.86,5.0,0.25,1
rural,5.74,,,0
urban,7.75,7.0,0.23,1
rural,7.34,4.0,0.38,1
urban,7.91,,0.75,0
urban,4.96,4.0,0.43,0
rural,7.72,1.0,0.77,1
rural,6.54,,0.27,0
rural,7.56,7.0,0.96,1
rural,5.55,5.0,0.09,1
rural,5.83,1.0,0.75,1
rural,9.35,2.0,0.07,1
urban,4.9,5.0,0.85,1
urban,5.04,4.0,,1
rural,6.9,6.0,0.59,1
urban,5.46,2.0,0.33,1
rural,5.23,3.0,0.6,1
urban,7.21,4.0,0.05,1
rural,3.99,8.0,0.88,0
urban,4.98,,0.71,0
urban,10.0,5.0,,1
urban,7.92,10.0,0.47,1
urban,5.51,5.0,0.63,1
urban,7.84,4.0,0.62,1
rural,8.13,10.0,0.64,1
rural,8.99,9.0,0.15,1
rural,6.75,7.0,0.79,1
urban,8.95,9.0,0.46,1
rural,2.92,5.0,0.8,0
urban,4.89,6.0,0.93,1
urban,7.33,6.0,0.1,1
urban,7.66,0.0,0.36,1
rural,5.18,3.0,0.53,1
urban,7.52,3.0,0.13,1
rural,5.75,4.0,0.26,1
rural,6.45,5.0,,1
urban,9.05,4.0,0.68,1
urban,8.82,4.0,0.5,1
rural,5.01,2.0,0.03,1
rural,4.89,8.0,0.3,0
rural,6.18,4.0,0.41,1
rural,6.95,4.0,0.34,1
rural,5.68,2.0,0.02,1
rural,9.08,9.0,0.29,1
urban,7.69,3.0,0.08,1
rural,7.81,4.0,0.01,1
rural,4.47,4.0,0.35,1
rural,9.33,,0.39,0
rural,1.36,7.0,0.91,0
urban,8.67,7.0,0.13,1
urban,8.87,8.0,0.7,1
rural,6.14,5.0,0.26,1
